,Lijst van personen,Gender,Stad,Land,Postcode,Count van producties
4216,Tone Brulin,110.0,Antwerpen,België,,100
4217,Bart Michielsen,110.0,Antwerpen,België,,4
4218,Thomas Glorieux,110.0,,België,,5
4219,Hubertus Mayr,110.0,,Nederland,,5
4220,Jonathan Raman,109.0,,België,,1
4221,Natascha Pire,109.0,,België,,80
4222,John Willaert,110.0,Antwerpen,België,,93
4223,Michaël Janart,110.0,,België,,1
4224,Jesse Jansens,110.0,,België,,2
4225,Nathalie De Lathauwer,109.0,Berlare,België,,4
4226,Luc Borms,110.0,Antwerpen,België,,13
4227,Anton De Becker,110.0,,België,,1
4228,Ben Bonner,110.0,,België,,22
4229,Bruno De Clercq,110.0,,België,,1
4230,Rehaan Engineer,110.0,Mumbai,India,,2
4231,Grietje Vanderheijden,109.0,Mechelen,België,,1
4232,Gérard Maraite,110.0,,België,,25
4233,Korneel Moreaux,110.0,,België,,46
4234,Jan Jasper de Vries,110.0,,Nederland,,4
4235,Samuel Beckett,110.0,PARIS,Frankrijk,,74
4236,Patrick De Clerck,110.0,,België,,7
4237,André Denys,110.0,Zulte,België,,2
4238,Raymond Mallentjer,110.0,Berchem,België,,43
4239,Knarf Van Pellecom,110.0,Boom,België,,27
4240,Guillemette Laurent,109.0,,België,,1
4241,Johanna Buys,109.0,,België,,5
4242,Eddy Aelbrecht,110.0,Lebbeke,België,,34
4243,Martyn Brabbins,110.0,,Groot-Brittannië,,5
4244,Wayn Traub,110.0,,België,,151
4245,Huis Van den Broucke,110.0,,België,,3
4246,Els Opsomer,109.0,Brussel,België,,1
4247,Rodrigo Vissers,110.0,,België,,2
4248,Chantal Yzermans,109.0,Antwerpen,België,,31
4249,Heleen Verburg,109.0,Amsterdam,Nederland,,13
4250,Veerle De Ridder,109.0,gent,België,,1
4251,Dirk Bosschaert,110.0,Merksem,België,,48
4252,Wide Vercnocke,110.0,,België,,1
4253,Pieter Verstraete,110.0,Amsterdam,Nederland,,1
4254,Gert Stinckens,110.0,,België,,1
4255,Britt Van Der Borght,109.0,Ranst,België,,18
4256,Mark Geurden,110.0,,België,,8
4257,Hilde Eykens,109.0,,België,,3
4258,Paul-Emile Van Royen,110.0,Deurne,België,,99
4259,Gregory Ball,110.0,Gent,België,,24
4260,Lise Bouttery,109.0,,België,,7
4261,Kim Vandenbergh,109.0,,België,,2
4262,Tijs Ceulemans,110.0,,België,,11
4263,Vincent Verbeeck,110.0,Schaarbeek,België,,16
4264,Manuela Rastaldi,109.0,,België,,31
4265,Nele Wynants,109.0,Sint-Amandsberg (Gent),België,,3
4266,Michel Bernard,110.0,Sint-Genesius-Rode,België,,10
4267,Hanne Rekkers,109.0,Riemst,België,,13
4268,Ketty Van De Poel,109.0,BERCHEM,België,,80
4269,Heddy Suls,109.0,Bonheiden,België,,89
4270,Axel Dewaele,110.0,,België,,1
4271,Walter van den Broeck,110.0,Turnhout,België,,91
4272,Ingrid De Vos,109.0,Ruislede,België,,40
4273,Jan Schepens,110.0,,België,,10
4274,Katrin Vandenbosch,109.0,Antwerpen,België,,5
4275,Ronie Verbiest,110.0,,België,,1
4276,Thomas Verachtert,110.0,,België,,34
4277,Kenny Creten,110.0,,België,,1
4278,Jasper De Wilde,110.0,,België,,1
4279,Anneleen Cnudde,109.0,Gent,België,,4
4280,Herbert Janse,110.0,NEDERLAND ONBEKEND,Nederland,,3
4281,Kaat Haest,109.0,,België,,3
4282,Gert Winckelmans,110.0,Antwerpen,België,,8
4283,Martina Griewank,109.0,Lier,België,,5
4284,Raf Bauwens,110.0,Sint-Gillis-Waas,België,,2
4285,Marie Jones,109.0,Schaarbeek,België,,1
4286,Silvie Moors,109.0,,België,,9
4287,Paul Vermeir,110.0,Antwerpen,België,,1
4288,Daan Brinkmann,110.0,,België,,1
4289,Ilke De Vries,109.0,Antwerpen,België,,8
4290,Kurt Vandendriessche,110.0,Gent,België,,66
4291,Madeleen Ijsselmuiden,109.0,,Nederland,,2
4292,Isabel Voets,109.0,Antwerpen,België,,13
4293,Delphine Derrez,109.0,,België,,1
4294,Francis Gahide,110.0,Gent,België,,68
4295,Jean Paul Van Bendegem,110.0,,België,,1
4296,Karoline Kamosi,109.0,,België,,1
4297,Ilina Stankova,109.0,Gent,België,,1
4298,Greetje Van Buggenhout,109.0,,België,,1
4299,Bert Vanderhoeft,110.0,,België,,1
4300,Franziska Aigner,109.0,,Oostenrijk,,23
4301,Bart Grietens,110.0,,België,,10
4302,Imme Dros,109.0,Hilversum,Nederland,,10
4303,Tim Bosman,110.0,Antwerpen,België,,1
4304,Oscar Van Rompay,110.0,,België,,46
4305,Sandra Fol,109.0,,België,,1
4306,Ines Madeira,109.0,,Portugal,,2
4307,Stef Hemelaers,110.0,,België,,9
4308,Jan Vandendriessche,110.0,,België,,4
4309,Yves Van De Steene,110.0,,België,,15
4310,Freek Mariën,110.0,Mechelen,België,,25
4311,Yves Rijckaert,110.0,,België,,3
4312,Joé Agemans,110.0,,België,,29
4313,Lot Lemm,109.0,Gent,België,,119
4314,Philip De Witte,110.0,,België,,2
4315,Wim Lanckrock,110.0,Sint-Amandsberg (Gent),België,,63
4316,Kristof Mertens,110.0,,België,,3
4317,Isabel Devos,109.0,Gent,België,,1
4318,Eric Wilms,110.0,Antwerpen,België,,20
4319,Hans Fokker,110.0,,België,,4
4320,Boris Lehman,110.0,,België,,1
4321,Joost Van den Branden,110.0,,België,,96
4322,Thijs Louis,110.0,,België,,3
4323,Tom Schoonooghe,110.0,Borgerhout,België,,4
4324,Frans Faict,110.0,,België,,1
4325,Vincent Jansen,110.0,,België,,1
4326,Caroline Rochlitz,109.0,Berchem,België,,48
4327,Patrick Pruvoost,110.0,Ingooigem,België,,49
4328,Eurudike De Beul,109.0,Sint-Niklaas,België,,78
4329,Frederik  van Remoortere,110.0,,België,,4
4330,Goedele Willockx,109.0,Gent,België,,21
4331,Koen De Bouw,110.0,Mortsel,België,,28
4332,Wim Van Den Driessche,110.0,,België,,23
4333,Luc Van Hove,110.0,Antwerpen,België,,11
4334,Diane Broman,109.0,Bruxelles,België,,4
4335,Kevin Paquet,110.0,,België,,1
4336,Liesbeth Stas,109.0,Antwerpen,België,,4
4337,Walter Joris,110.0,Antwerpen,België,,6
4338,Heidi Vanhaverbeke,109.0,Antwerpen,België,,4
4339,Els Goossens,109.0,,België,,1
4340,Lotte Stoops,109.0,St-Gillis,België,,1
4341,Rik Bevernage,110.0,,België,,4
4342,Delfien Vanden Heede,109.0,,België,,2
4343,Geert Genbrugge,110.0,Antwerpen,België,,5
4344,Piet Depoortere,110.0,,België,,47
4345,Kathleen Everaerts,109.0,Winksele,België,,19
4346,Sarah Moens,109.0,Brussel,België,,11
4347,Toon Fret,110.0,,België,,6
4348,Willem Carpentier,110.0,Brussel,België,,66
4349,Luc De Backer,110.0,Antwerpen,België,,35
4350,Ole Henrik Moe,110.0,HOVIKODDEN,Noorwegen,,2
4351,Mariette Van Arkels,109.0,Kalmthout,België,,8
4352,Rebekka de Wit,109.0,,België,,23
4353,Max Smeets,110.0,MAASTRICHT,Nederland,,69
4354,Filip Van Laer,110.0,,België,,1
4355,Marieke Colleman,109.0,,België,,1
4356,Caroline Bachelart,109.0,,België,,1
4357,Lidwien Roothaan,109.0,Amsterdam,Nederland,,8
4358,Jos Duchateau,110.0,Sint-Truiden,België,,23
4359,Veerle Herremans,109.0,Gent,België,,3
4360,Rosemie Lauwers,109.0,Antwerpen,België,,10
4361,Edward Albee,110.0,,België,,40
4362,Salka Ardal Rosengren,109.0,Bruxelles,België,,19
4363,Khalid Benaouisse,110.0,La Louvière,België,,28
4364,Nicoline Dossche,109.0,Wondelgem,België,,10
4365,Pierre Callens,110.0,Sint-Amandsberg (Gent),België,,53
4366,Brenda Depypere,109.0,Roeselare,België,,1
4367,Wouter Croenen,110.0,,België,,6
4368,Geir Gulliksen,110.0,,Noorwegen,,1
4369,Marie Moonen,109.0,,België,,2
4370,Vincent Chaillet,110.0,,Frankrijk,,3
4371,Bart De Sitter,110.0,Borgerhout,België,,1
4372,Andros Zins-Browne,110.0,,België,,70
4373,Tom Huybrechts,110.0,,België,,1
4374,Arnaud Gerniers,110.0,,België,,19
4375,Alize Zandwijk,109.0,ONBEKEND,Nederland,,11
4376,Jo De RijcK,110.0,,België,,3
4377,Chadia Cambie,109.0,,België,,1
4378,Imogen Cohen,109.0,Brussel,België,,2
4379,Benjamin Op de Beeck,110.0,Brussel,België,,22
4380,Lieve Claes,109.0,,België,,73
4381,George Kamanayo,110.0,,België,,1
4382,Eddy Asselbergs,110.0,,België,,148
4383,Geert De Kockere,110.0,Oudenaarde,België,,13
4384,Romijn Conen,110.0,Den Bosch,Nederland,,1
4385,Marijke Blancquaert,109.0,,België,,1
4386,Dianne Weller,109.0,,België,,11
4387,Preben Verledens,110.0,,België,,1
4388,Daisy Ip,109.0,Antwerpen,België,,24
4389,Arnaud Van Lancker,110.0,Lille,Frankrijk,,7
4390,Tony Decap,110.0,,België,,3
4391,Ton De Wit,110.0,Brussel,België,,8
4392,Harry De Peuter,110.0,Deurne,België,,56
4393,Vincent De Schampelaere,110.0,,België,,1
4394,Marta Babic,109.0,,Kroatië,,1
4395,Katrien Valckenaers,109.0,leuven,België,,23
4396,Joris Van Poucke,110.0,,België,,1
4397,Faye De Coen,109.0,,België,,2
4398,Griet Dobbelaere,109.0,Drongen,België,,18
4399,Sylvie Garot,109.0,,België,,23
4400,Michaël Ghekiere,110.0,,België,,1
4401,Patrick Bernauw,110.0,Erembodegem (Aalst),België,,8
4402,Karl Philips,110.0,,België,,6
4403,Gretl Van Ourti,109.0,,België,,34
4404,Leen Vandereyken,109.0,Velm,België,,7
4405,Bache Jespers,110.0,Antwerpen,België,,5
4406,Helena Schoeters,109.0,,België,,2
4407,Mårten Spångberg,110.0,Brussel,België,,21
4408,Cami Laureyssens,109.0,,België,,1
4409,Kamiel Vanhole,110.0,Kessel-Lo (Leuven),België,,8
4410,Gijs Van der Linden,110.0,,België,,16
4411,Yves Willems,110.0,Herenthout,België,,10
4412,Erik Verschueren,110.0,Sint-Gillis-Waas,België,,56
4413,Kris Cuppens,110.0,Schaarbeek,België,,81
4414,Mostafa Benkerroum,110.0,,België,,27
4415,Elfi Van Oeteren,109.0,,België,,7
4416,Inge Büscher,109.0,Antwerpen,België,,95
4417,Iztok Kovac,110.0,TRBOVLJE,Slovenië,,8
4418,Katrien Van Balen,109.0,BERCHEM,België,,6
4419,Ireen Beke,109.0,Scheldewindeke,België,,8
4420,Caroline Van Kerckhoven,109.0,,België,,2
4421,Andy Deneys,110.0,Liedekerke,België,,22
4422,Dirk Pauwels,110.0,Ledeberg (Gent),België,,81
4423,Jean-Marie Wattier,110.0,,België,,1
4424,Anne Van Os,109.0,,België,,1
4425,Anna Vanmassenhove,109.0,,België,,1
4426,Lisette Boxman,109.0,,België,,2
4427,Lynn Cassiers,109.0,,België,,5
4428,Kaat Gysen,109.0,Antwerpen,België,,1
4429,Frédéric Aelterman,110.0,,België,,25
4430,Mzamo Nondlwana,110.0,Johannesburg,Zuid-Afrika,,2
4431,Benjamin Van Tourhout,110.0,Gent,België,,93
4432,Dirk Opstaele,110.0,Brussel,België,,376
4433,Flup Marinus,110.0,,België,,5
4434,Wim Clapdorp,110.0,Sint-Amandsberg,België,,44
4435,Robbe Langeraert,110.0,,België,,8
4436,Marta Maes,109.0,,België,,1
4437,Walter Van De Velde,110.0,,België,,125
4438,Jappe Claes,110.0,KD Den Haag,Nederland,,111
4439,Kristo Sagor,110.0,,Duitsland,,2
4440,Guy Pauwels,110.0,Bornem,België,,3
4441,Jozef Wouters,110.0,Kessel-Lo,België,,29
4442,Bart Meuleman,110.0,Antwerpen,België,,143
4443,Nadia Babazia,109.0,,België,,1
4444,Veerle Janssens,109.0,,België,,1
4445,Ellen Schoenaerts,109.0,Antwerpen,België,,21
4446,Jos Spijkers,110.0,Amsterdam,Nederland,,1
4447,Laurens Luyten,110.0,,België,,1
4448,Leo Janssens,110.0,TURNHOUT,België,,1
4449,Bert Neumann,110.0,,België,,23
4450,Maya Van Puymbroeck,109.0,,België,,7
4451,Valérie Mertens,109.0,Brussel,België,,15
4452,Patsy Van Der Meeren,109.0,Ninove,België,,1
4453,Michel Yang,109.0,Brussel,België,,16
4454,Roel Vankerckhoven,110.0,Antwerpen,België,,1
4455,Tom Timmerman,110.0,Sint-Kruis (Brugge),België,,3
4456,Barbara Serulus,109.0,,België,,4
4457,Trisha Brown,109.0,,Verenigde Staten van Amerika,,19
4458,Joeri Smet,110.0,,België,,85
4459,Jean Curinckx,110.0,,België,,2
4460,Marieke Dijkwel,109.0,,Nederland,,1
4461,Dario Fo,110.0,MILANO,Italië,,71
4462,Arne Sultan,110.0,ONBEKEND,Groot-Brittannië,,1
4463,Chiel van Berkel,110.0,Dilbeek,België,,97
4464,Koen Gisen,110.0,,België,,26
4465,Saho,110.0,,België,,1
4466,Renilde Van Bavel,109.0,,België,,1
4467,Robbert van den Bergh,110.0,,Nederland,,1
4468,Jorgen Cassier,110.0,Lokeren,België,,72
4469,Frank Mercelis,110.0,Antwerpen,België,,11
4470,Isabel Lens,109.0,,België,,2
4471,Helen Juurlink,109.0,SINT-AMANDSBERG,België,,3
4472,Els De Schepper,109.0,Antwerpen,België,,26
4473,Jonas Baeckeland,110.0,,België,,16
4474,Axel Claes,110.0,Brussel,België,,13
4475,Mette Ingvartsen,109.0,,België,,104
4476,Ronny Heiremans,110.0,Gent,België,,6
4477,Odoo-Gorges Selorm,110.0,,België,,1
4478,Thomas Jillings,110.0,,België,,3
4479,Han Coucke,109.0,Schelderode,België,,24
4480,Pé Vermeersch,109.0,,België,,83
4481,Jorien Onsia,109.0,,België,,1
4482,Joris Vercammen,110.0,,België,,2
4483,Johan Dils,110.0,Leuven,België,,49
4484,Bahris Bauabdelli,110.0,,België,,2
4485,Bjorn Mosselmans,110.0,,België,,1
4486,Marijke De Roeck,109.0,Lint,België,,74
4487,Mathilde Boussauw,109.0,,België,,7
4488,Fons Dejong,110.0,Maastricht,Nederland,,1
4489,Eric Raes,110.0,Brussel,België,,64
4490,Maya Wuytack,109.0,,België,,6
4491,Geert Vermeulen,110.0,Antwerpen,België,,68
4492,Willem De Coster,110.0,Brussel,België,,15
4493,Veerle Kerckhoven,109.0,,België,,12
4494,Walter Verdin,110.0,Brussel,België,,52
4495,Hélène Blackburn,109.0,Montréal,Canada,,3
4496,Sara Jansen,109.0,Brussel,België,,10
4497,Leo Madder,110.0,Borgerhout,België,,124
4498,Frans Heirbaut,110.0,,België,,1
4499,Giedo D'hont,110.0,Gentbrugge,België,,67
4500,Judith Herzberg,109.0,Amsterdam,Nederland,,16
4501,Benvenuto Rottiers,110.0,Ekeren,België,,64
4502,Maren Witte,109.0,,Duitsland,,1
4503,Beatrice Henckaerts,109.0,,België,,1
4504,Els Van Steenberghe,109.0,Melle,België,,18
4505,Arlette Willekens,109.0,,België,,22
4506,Aylin Yay,109.0,,Turkije,,1
4507,Manon Avermaete,109.0,Antwerpen,België,,9
4508,Sandra Dehertogh,109.0,Bornem,België,,5
4509,Goele De Raedt,109.0,Mortsel,België,,1
4510,Bassim Altayeb,110.0,,België,,5
4511,Tom Lathouwers,110.0,Zutendaal,België,,3
4512,Heidelinde Verbeecke,109.0,,België,,1
4513,Jo Huybrechts,110.0,Sint-Joost-ten-Node,België,,25
4514,Koen Vermesen,110.0,Brussel,België,,4
4515,Bram Devreese,110.0,,België,,21
4516,Jan Dewyn,110.0,,België,,2
4517,Galin Stoev,110.0,Sofia,Bulgarije,,2
4518,Tine Feys,109.0,,België,,7
4519,Kris Coussement,110.0,,België,,16
4520,Thomas Demeulenaere,110.0,Izegem,België,,1
4521,Ruth Becquart,109.0,Antwerpen,België,,55
4522,Ivana Müller,109.0,,Nederland,,34
4523,Line Pillet,109.0,,België,,2
4524,Stijn Tondeleer,110.0,,België,,2
4525,Catho Hermans,109.0,,België,,2
4526,Sonja Bakker,109.0,Helmond,Nederland,,1
4527,Emile Zeldenrust,110.0,,Nederland,,2
4528,Marc Claeys,110.0,Gent,België,,79
4529,Nsimba Bafuka,110.0,,Democratische Republiek Congo,,9
4530,Bruno Neys,110.0,,België,,1
4531,Corrie van Binsbergen,109.0,,Nederland,,6
4532,Hugo Claus,110.0,Antwerpen,België,,254
4533,Rana Celiktas,109.0,,België,,1
4534,Bart Bruyneel,110.0,,België,,1
4535,Peter Waterkoort,110.0,Nijmegem,Nederland,,1
4536,Wannes Van Coillie,110.0,,België,,1
4537,Kris Van Aert,110.0,,België,,3
4538,Jo-An Lauwaert,109.0,Borgerhout,België,,28
4539,Herman Verschelden,110.0,Oostende,België,,79
4540,Hilde Savenberg,109.0,Sint-Genesius-Rode,België,,128
4541,Katrien De Becker,109.0,Burcht,België,,35
4542,Jan Staes,110.0,,België,,9
4543,Wendy De Pauw,109.0,,België,,1
4544,Ephraïm Cielen,110.0,,België,,45
4545,Salva Sanchis,110.0,Brussel,België,,131
4546,Annemie Struyff,109.0,,België,,1
4547,René Heyvaert,110.0,,België,,1
4548,Wim Langeraert,110.0,Nevele,België,,67
4549,Barbara Meneses,109.0,Brussel,België,,8
4550,Ruth Mariën,109.0,,België,,36
4551,Jordy Putzeys,110.0,,België,,1
4552,Sarah Deboosere,109.0,Anderlecht,België,,10
4553,Martine Geerinckx,109.0,Evergem,België,,43
4554,Marnix Rummens,110.0,St.Amandsberg,België,,20
4555,Josée Lehon,109.0,Langdorp,België,,8
4556,Manolito Terryn,110.0,,België,,2
4557,Leandra Overmann,109.0,,Duitsland,,2
4558,Gemma Higginbotham,109.0,Brussel,België,,22
4559,Chloe Zambon,109.0,,België,,4
4560,Nina Willems,109.0,,België,,2
4561,Karen D'hoore,109.0,Brussel,België,,3
4562,Liesa Naert,109.0,Gent,België,,29
4563,Youri Dirkx,110.0,,België,,93
4564,Lut Hannes,109.0,Geel,België,,20
4565,Ruudje Follman,109.0,,België,,1
4566,An Verstraete,109.0,Gent,België,,10
4567,Henriette Lamote,109.0,,België,,4
4568,Paul Van Nevel,110.0,,België,,6
4569,Peter Hall,110.0,,Groot-Brittannië,,1
4570,Katrien De Bièvre,109.0,,België,,35
4571,Inge Kerfs,109.0,Meeuwen-Geertruide,België,,7
4572,Dirk Celis,110.0,Berchem,België,,54
4573,Joren Seldeslachts,110.0,,België,,8
4574,Ingrid Lammerant,109.0,,België,,1
4575,Inge Voskamp,109.0,Gent,België,,3
4576,Silke Cnockaert,109.0,,België,,3
4577,Amid Chakir,110.0,Sint-Gillis,België,,3
4578,Vinciane Despret,109.0,,België,,5
4579,Hein Mortier,110.0,,België,,14
4580,Koen Van Impe,110.0,Mechelen,België,,92
4581,Jean-Marie Piemme,110.0,Bruxelles,België,,20
4582,Maxime Waladi,110.0,,België,,3
4583,Rudi Giron,110.0,,België,,2
4584,Steven Meulemans,110.0,,België,,1
4585,Julie Vandenhout,109.0,,België,,1
4586,Willem Verheyden,110.0,,België,,153
4587,Emile Isabaux,110.0,,België,,1
4588,Arne Schögler,110.0,,België,,1
4589,Patrick Bolleire,110.0,,België,,3
4590,Hilt De Vos,109.0,Amsterdam,Nederland,,13
4591,Jan De Maeyer,110.0,Vilvoorde,België,,4
4592,Ferdinand Dubois,110.0,,België,,1
4593,Ans Mertens,109.0,,België,,1
4594,Sebastien De Smet,110.0,Mariakerke,België,,11
4595,Marion Lory,109.0,,België,,1
4596,Leen Lisens,109.0,,België,,3
4597,Gilles De Schryver,110.0,Gent,België,,51
4598,Marit Törnqvist,109.0,,België,,9
4599,Anouck Luyten,109.0,,België,,3
4600,Jim Bollansée,110.0,,België,,6
4601,Victor Löw,110.0,Antwerpen,België,,21
4602,Peter De Wachter,110.0,,België,,14
4603,Tim Thielemans,110.0,,België,,1
4604,Mario Vermandel,110.0,,België,,3
4605,Hanif Kureishi,110.0,ONBEKEND,Groot-Brittannië,,8
4606,Sebastiaan Jongbloet,110.0,Meerbeke,België,,4
4607,Walter Janssens,110.0,Gent,België,,65
4608,Marleen Maes,109.0,Kontich,België,,49
4609,Eddy Verelst,110.0,Kortrijk,België,,1
4610,Hilde Op de Beeck,109.0,,België,,3
4611,Gert Servaes,110.0,,België,,3
4612,Paola Bartoletti,109.0,Frasnes-les Anvaing,België,,27
4613,Guido Van den Berghe,110.0,Wondelgem,België,,53
4614,Sarah Claeys,109.0,,België,,1
4615,Riet Muylaert,109.0,Beernem,België,,17
4616,Guy Marchal,110.0,Antwerpen,België,,1
4617,Gérard Adam,110.0,,België,,1
4618,Willy Seeuws,110.0,Drongen,België,,39
4619,Alessandro Spertini,110.0,,België,,1
4620,Ben Van Ostade,110.0,Antwerpen,België,,30
4621,Iris Luypaert,109.0,,België,,2
4622,Mohamed Toukabri,110.0,Brussel,België,,20
4623,Michiel Van Cauwelaert,110.0,,België,,89
4624,Alfa Degity,110.0,,België,,5
4625,Johan Boonen,110.0,Tervuren,België,,51
4626,Ligia Manuela Lewis,109.0,Brussel,België,,4
4627,Sybrand Van der Werf,110.0,,België,,1
4628,Jef Lambrecht,110.0,Borgerhout,België,,5
4629,Lukas Pairon,110.0,Antwerpen,België,,3
4630,Vicky De Roeck,109.0,,België,,1
4631,Murat Can,110.0,Wijnegem,België,,1
4632,Tom Engels,110.0,Bonheiden,België,,7
4633,Houwari Moumen,110.0,Borgerhout,België,,7
4634,Annelies Cras,109.0,,België,,2
4635,Klaartje Vermeulen,109.0,,België,,17
4636,Sabina,109.0,,België,,2
4637,Dorothée Van Den Berghe,109.0,,België,,8
4638,Frans Van Den Bossche,110.0,,België,,1
4639,Tim Albery,110.0,London,Groot-Brittannië,,1
4640,Anders Thomas Jensen,110.0,,Denemarken,,2
4641,Philippe De Maertelaere,110.0,,België,,26
4642,Hannes Vancouillie,110.0,,België,,1
4643,Fred Brouwers,110.0,Heusden-Zolder,België,,26
4644,Bram De Sutter,110.0,Antwerpen,België,,4
4645,Jonas Van Thielen,110.0,,België,,32
4646,Mario Reget,110.0,,België,,1
4647,Sandrine Blancke,109.0,,België,,1
4648,Mijke van der Drift,109.0,,Nederland,,1
4649,Elza Van Imschoot,109.0,,België,,1
4650,Gabriel Van Landeghem,110.0,Borgerhout,België,,79
4651,Jackson Olu,110.0,,België,,2
4652,Willy Le Grand,110.0,,België,,1
4653,Hendrik Tratsaert,110.0,Oostende,België,,3
4654,Tom Naegels,110.0,,Nederland,,4
4655,Amy Bousard,109.0,Halle,België,,5
4656,Patrick Beckers,110.0,Linkebeek,België,,17
4657,Thomas Serreyn,110.0,Gent,België,,1
4658,Stefan Delfosse,110.0,Schaarbeek,België,,14
4659,Henk Oosterling,110.0,,Nederland,,1
4660,Dirk De Lathauwer,110.0,Berg,België,,46
4661,Arnaud Rogard,110.0,,België,,4
4662,Jos Van Gorp,110.0,Ekeren,België,,165
4663,Pascal Maetens,110.0,Opwijk,België,,3
4664,Sephunyane Junior Mthombeni,110.0,,België,,38
4665,Teun Cleymans,110.0,,België,,2
4666,Clive Mitchell,110.0,,België,,15
4667,Jolle Roelofs,110.0,,Nederland,,1
4668,Wim Delvoye,110.0,Ledeberg (Gent),België,,2
4669,Ivan Fatjo,110.0,Angers,Frankrijk,,7
4670,Ellen Dierckx,109.0,Antwerpen,België,,9
4671,Lindsy Mervylde,109.0,,België,,1
4672,Abdelaziz Sarrokh,110.0,Gent,België,,38
4673,Jan Terlouw,110.0,NEDERLAND ONBEKEND,Nederland,,4
4674,Ann Jehaes,109.0,Antwerpen,België,,101
4675,Vincent Caers,110.0,,België,,1
4676,Leen Van De Cruys,109.0,,België,,2
4677,Eike Wittrock,110.0,Berlijn,Duitsland,,2
4678,Guy Van Den Bril,110.0,Antwerpen,België,,15
4679,Ellen Valkenborgs,109.0,,België,,2
4680,Koen Tachelet,110.0,Wijnegem,België,,81
4681,Pieter Nevejans,110.0,,België,,4
4682,Olga Pasichnyk,109.0,,België,,5
4683,Chris Corens,110.0,Antwerpen,België,,23
4684,A.R. Gurney,110.0,,Verenigde Staten van Amerika,,8
4685,Griet Stevens,109.0,Lier,België,,12
4686,Mathias Sercu,110.0,Sint-Amandsberg,België,,74
4687,Wim Vandekeybus,110.0,Brussel,België,,387
4688,Elke Janssens,109.0,Brussel,België,,48
4689,Kizzy Van Laer,109.0,,België,,1
4690,Mientje Antonissen,109.0,,België,,1
4691,Albert Quesada Bernaus,110.0,,Spanje,,52
4692,Gator Oberzan,110.0,,Verenigde Staten van Amerika,,5
4693,Geert Bové,110.0,,België,,7
4694,Ariane Loze,109.0,Brussel,België,,11
4695,Barbara Matijevic,109.0,,Kroatië,,18
4696,Kitty Kortes Lynch,109.0,Brussel,België,,23
4697,Dino Alves,110.0,,Portugal,,3
4698,Karolien De Schepper,109.0,Gentbrugge,België,,10
4699,Lou Cope,109.0,,België,,13
4700,Karel Van Campen,110.0,Brasschaat,België,,26
4701,Svend Thomsen,110.0,Gent,België,,1
4702,Daphné Laquière,109.0,Gent,België,,32
4703,Jakob Ampe,110.0,,België,,16
4704,Dirk Dewit,110.0,Sint-Joost-ten-Node,België,,1
4705,Anton Dautzenberg,110.0,,België,,3
4706,Bart Van Avermaet,110.0,Antwerpen,België,,68
4707,Dimitri Neefs,110.0,,België,,3
4708,Dimitry Masyn,110.0,Gent,België,,10
4709,Alain Ongenaet,110.0,Gent,België,,209
4710,Azil Yahiya Adryis,110.0,Antwerpen,België,,2
4711,Damon Nestor Ploumos,110.0,,Griekenland,,1
4712,Karen Bathke,109.0,,België,,3
4713,André Philippaerts,110.0,Sint-Truiden,België,,41
4714,Magali Van Heupen,109.0,,België,,1
4715,Bram Vermeulen,110.0,,Nederland,,12
4716,Hanne Van Waeyenberge,109.0,Brussel,België,,4
4717,Lucas De Bruycker,110.0,Gent,België,,28
4718,Robin Maekelbergh,110.0,-,België,,20
4719,Dominic Huber,110.0,,België,,2
4720,Inge Ceustermans,109.0,Antwerpen,België,,1
4721,Reynaldo Ramperssad,110.0,,België,,9
4722,Marieke Schut,109.0,,België,,1
4723,Cécile Bournay,109.0,,België,,1
4724,Lieve Hermans,109.0,Hoeilaart,België,,8
4725,Hiroshi Wakamatsu,110.0,,Japan,,3
4726,Ella Versaen,109.0,,België,,1
4727,Florelle Naneix,109.0,,België,,1
4728,Lien De Graeve,109.0,,België,,25
4729,Marq Claessens,110.0,,België,,11
4730,André Van Belle,110.0,,België,,3
4731,Chun-Hee Lommelen,109.0,,België,,7
4732,Christel Albert,109.0,Hasselt,België,,2
4733,Ilse Wanten,109.0,Antwerpen,België,,11
4734,Frieda Pittoors,109.0,Amsterdam,Nederland,,58
4735,Lut Lievens,109.0,,België,,10
4736,Dirk Roofthooft,110.0,Borgerhout,België,,192
4737,Martine Raets,109.0,,België,,1
4738,Dagmar Blommaert,109.0,Brussel,België,,9
4739,Daniel Lévy,110.0,,Frankrijk,,1
4740,Wim Van de Velde,110.0,Zwijndrecht,België,,32
4741,Rebecca De Backer,109.0,Antwerpen,België,,1
4742,Lilith Tremmery,109.0,,België,,36
4743,Philippe Gybels,110.0,,België,,1
4744,Piet Decalf,110.0,,België,,7
4745,Thierry Smits,110.0,Etterbeek,België,,35
4746,Gaël Cleinow,110.0,,België,,1
4747,Bart Mertens,110.0,,België,,2
4748,Klaas De Cock,110.0,,België,,4
4749,Lotte Vercammen,109.0,,België,,1
4750,Lien Wauters,109.0,Antwerpen,België,,42
4751,Martin Vonk,110.0,Rotterdam,Nederland,,3
4752,Jessa Wildemeersch,109.0,Brussel,België,,32
4753,Adriaan Van Aken,110.0,,België,,149
4754,Hilde Van Mieghem,109.0,,België,,29
4755,Dragan Bakema,110.0,,Nederland,,2
4756,Ine Bettens,109.0,Antwerpen,België,,13
4757,Jan-Peter Gerrits,110.0,Amsterdam,Nederland,,16
